route_id,time_s,provider,margin_dB,运输架次编号,保障主体
K000012,5841.422551856121,Q3-R001,4.663802581054739,Q3-T013,Q3-R002
K000012,5854.510528374618,Q3-R001,4.370378278652765,Q3-T013,Q3-R002
K000012,5854.510528374618,Q3-R001,4.370378278652765,Q3-T013,Q3-R002
K000012,5891.72788473855,Q3-R001,4.355452967080097,Q3-T013,Q3-R002
K000012,5928.945241102482,Q3-R001,4.337254632047035,Q3-T013,Q3-R002
K000012,5966.162597466415,Q3-R001,4.315824463171055,Q3-T013,Q3-R002
K000012,5966.162597466415,Q3-R001,4.315824463171055,Q3-T013,Q3-R002
K000012,6362.162597466415,Q3-R001,4.315824463171055,Q3-T013,Q3-R002
K000012,6362.162597466415,Q3-R001,4.315824463171055,Q3-T013,Q3-R002
K000012,6391.93648255756,Q3-R001,4.337254632047035,Q3-T013,Q3-R002
K000012,6421.710367648706,Q3-R001,4.355452967080083,Q3-T013,Q3-R002
K000012,6451.484252739852,Q3-R001,4.370378278652765,Q3-T013,Q3-R002
K000012,6451.484252739852,Q3-R001,4.370378278652765,Q3-T013,Q3-R002
K000012,6464.57222925835,Q3-R001,4.663802581054739,Q3-T013,Q3-R002
K000012,6543.100088369333,Q3-R001,6.205946432920726,Q3-T013,Q3-R002
K000012,6595.451994443322,Q3-R001,6.763707815349207,Q3-T013,Q3-R002
K000012,6647.803900517311,Q3-R001,6.712543177256521,Q3-T013,Q3-R002
K000012,6660.891877035809,Q3-R001,6.601408788560832,Q3-T013,Q3-R002
K000012,6673.435112282943,G01,1.4210854715202004e-14,Q3-T013,G01
K000012,6673.979853554306,G01,0.017858969627241,Q3-T013,G01
K000012,6682.628597518596,G01,0.3063764414488048,Q3-T013,G01
K000012,6935.739383924249,G01,29.603583756332725,Q3-T013,G01
K000012,6935.739383924249,G01,29.603583756332725,Q3-T013,G01
K000012,7152.791453016045,G01,45.92517525248826,Q3-T013,G01
K000014,5621.606789940195,G01,45.92517525248826,Q3-T014,G01
K000014,5769.639875063893,G01,29.3964249671518,Q3-T014,G01
K000014,5769.639875063893,G01,29.3964249671518,Q3-T014,G01
K000014,5988.989632624014,G01,1.5296452982539392,Q3-T014,G01
K000014,6028.124386557245,G01,0.123608019476137,Q3-T014,G01
K000014,6031.87315980726,G01,0.0,Q3-T014,G01
K000014,6079.821288855916,Q3-R001,10.978824655493412,Q3-T014,Q3-R002
K000014,6092.745514430583,Q3-R001,10.978824655493412,Q3-T014,Q3-R002
K000014,6105.669740005251,Q3-R001,10.978824655493412,Q3-T014,Q3-R002
K000014,6118.593965579918,Q3-R001,10.978824655493412,Q3-T014,Q3-R002
