pattern,zone,vehicle,nbox,mass,volume,combinations,ub,prep_load_s,handoff_s,operation_s,battery,rho_crit,energy,horizontal_energy,climb_energy,out_s,back_s,fly_s,counts
P00688,S013,C,1,8.0,0.028,1,1,330.0,216.0,1479.672196654681,8.0,0.6121523831489482,3.1027809348084148,3.010178571035408,0.09260236377300687,455.6360983273405,478.0360983273405,933.672196654681,"{""S013:T1"": 1}"
P00689,S013,A,2,22.0,0.055,1,1,360.0,210.0,1612.162817229484,4.5,0.5498750804421189,2.025562138010465,1.9184542892801661,0.10710784873029922,513.6147419480754,528.5480752814087,1042.162817229484,"{""S013:T1"": 1, ""S013:T2"": 1}"
P00690,S013,B,2,22.0,0.055,1,1,360.0,210.0,1450.5115887445247,4.0,0.5645568554825986,1.7417725780696054,1.6407006733624385,0.1010719047071669,432.7891277055957,447.72246103892905,880.5115887445247,"{""S013:T1"": 1, ""S013:T2"": 1}"
P00691,S013,C,2,22.0,0.055,1,1,360.0,252.0,1545.672196654681,8.0,0.5978821931366738,3.21694245490661,3.1099553250567737,0.10698712984983658,455.6360983273405,478.0360983273405,933.672196654681,"{""S013:T1"": 1, ""S013:T2"": 1}"
P00692,S013,A,1,3.0,0.012,1,1,330.0,180.0,1552.162817229484,4.5,0.590947318161595,1.840737068272823,1.753151402075364,0.0875856661974589,513.6147419480754,528.5480752814087,1042.162817229484,"{""S013:T0"": 1}"
P00693,S013,B,1,3.0,0.012,1,1,330.0,180.0,1390.5115887445247,4.0,0.6308375479902868,1.476649808038853,1.3951000858645264,0.08154972217432659,432.7891277055957,447.72246103892905,880.5115887445247,"{""S013:T0"": 1}"
P00694,S013,C,1,3.0,0.012,1,1,330.0,216.0,1479.672196654681,8.0,0.6152933845787434,3.0776529233700525,2.9901879760530563,0.08746494731699626,455.6360983273405,478.0360983273405,933.672196654681,"{""S013:T0"": 1}"
P00695,S013,A,2,17.0,0.039,1,1,360.0,210.0,1612.162817229484,4.5,0.5648742932922138,1.9580656801850378,1.856095247910749,0.10197043227428862,513.6147419480754,528.5480752814087,1042.162817229484,"{""S013:T0"": 1, ""S013:T2"": 1}"
P00696,S013,B,2,17.0,0.039,1,1,360.0,210.0,1450.5115887445247,4.0,0.5908739664315465,1.6365041342738138,1.5405696460226574,0.09593448825115627,432.7891277055957,447.72246103892905,880.5115887445247,"{""S013:T0"": 1, ""S013:T2"": 1}"
P00697,S013,C,2,17.0,0.039,1,1,360.0,252.0,1545.672196654681,8.0,0.6038413592850593,3.169269125719526,3.0674194123257,0.10184971339382595,455.6360983273405,478.0360983273405,933.672196654681,"{""S013:T0"": 1, ""S013:T2"": 1}"
P00698,S013,A,2,11.0,0.04,1,1,360.0,210.0,1612.162817229484,4.5,0.5787217923124033,1.8957519345941856,1.7999464020671097,0.09580553252707588,513.6147419480754,528.5480752814087,1042.162817229484,"{""S013:T0"": 1, ""S013:T1"": 1}"
P00699,S013,B,2,11.0,0.04,1,1,360.0,210.0,1450.5115887445247,4.0,0.6129484094266637,1.5482063622933453,1.4584367737894017,0.08976958850394358,432.7891277055957,447.72246103892905,880.5115887445247,"{""S013:T0"": 1, ""S013:T1"": 1}"
P00700,S013,C,2,11.0,0.04,1,1,360.0,252.0,1545.672196654681,8.0,0.6097327718944627,3.1221378248442977,3.0264530111976846,0.09568481364661323,455.6360983273405,478.0360983273405,933.672196654681,"{""S013:T0"": 1, ""S013:T1"": 1}"
P00701,S013,B,3,25.0,0.067,1,1,390.0,240.0,1510.5115887445247,4.0,0.5437840603570343,1.8248637585718628,1.7207094039910895,0.10415435458077327,432.7891277055957,447.72246103892905,880.5115887445247,"{""S013:T0"": 1, ""S013:T1"": 1, ""S013:T2"": 1}"
P00702,S013,C,3,25.0,0.067,1,1,390.0,288.0,1611.672196654681,8.0,0.5938331211867297,3.2493350305061623,3.1392654507827196,0.11006957972344293,455.6360983273405,478.0360983273405,933.672196654681,"{""S013:T0"": 1, ""S013:T1"": 1, ""S013:T2"": 1}"
P00703,S014,A,1,14.0,0.027,1,1,330.0,180.0,1930.3988852767495,4.5,0.4996222220771407,2.2517000006528667,2.040273693366286,0.21142630728658043,702.7561093050415,717.642775971708,1420.3988852767495,"{""S014:T2"": 1}"
P00704,S014,B,1,14.0,0.027,1,1,330.0,180.0,1749.7476752786915,4.0,0.5327404929929928,1.869038028028029,1.6709565524285281,0.19808147559950082,612.4305043060124,627.317170972679,1239.7476752786915,"{""S014:T2"": 1}"
P00705,S014,C,1,14.0,0.027,1,1,330.0,216.0,1903.2801378437955,8.0,0.5481637141003739,3.6146902871970084,3.4035308765441696,0.21115941065283883,667.4750689218978,689.8050689218977,1357.2801378437955,"{""S014:T2"": 1}"
P00706,S014,A,1,8.0,0.028,1,1,330.0,180.0,1930.3988852767495,4.5,0.5136530619761455,2.1885612211073457,1.9876771982496795,0.20088402285766604,702.7561093050415,717.642775971708,1420.3988852767495,"{""S014:T1"": 1}"
P00707,S014,B,1,8.0,0.028,1,1,330.0,180.0,1749.7476752786915,4.0,0.5538660284610135,1.784535886155946,1.5969966949853593,0.1875391911705865,612.4305043060124,627.317170972679,1239.7476752786915,"{""S014:T1"": 1}"
P00708,S014,C,1,8.0,0.028,1,1,330.0,216.0,1903.2801378437955,8.0,0.5544246620660496,3.5646027034716035,3.363985577247679,0.20061712622392444,667.4750689218978,689.8050689218977,1357.2801378437955,"{""S014:T1"": 1}"
P00709,S014,A,2,22.0,0.055,1,1,360.0,210.0,1990.3988852767495,4.5,0.47346086378807206,2.3694261129536756,2.1439434264285424,0.22548268652513292,702.7561093050415,717.642775971708,1420.3988852767495,"{""S014:T1"": 1, ""S014:T2"": 1}"
P00710,S014,B,2,22.0,0.055,1,1,360.0,210.0,1809.7476752786915,4.0,0.48857965722008545,2.045681371119658,1.8335435162816047,0.21213785483805336,612.4305043060124,627.317170972679,1239.7476752786915,"{""S014:T1"": 1, ""S014:T2"": 1}"
P00711,S014,C,2,22.0,0.055,1,1,360.0,252.0,1969.2801378437955,8.0,0.5374118037732498,3.700705569814001,3.4754897799226097,0.22521578989139138,667.4750689218978,689.8050689218977,1357.2801378437955,"{""S014:T1"": 1, ""S014:T2"": 1}"
P00712,S014,A,1,3.0,0.012,1,1,330.0,180.0,1930.3988852767495,4.5,0.5219310802309185,2.151310138960867,1.959211353127296,0.1920987858335707,702.7561093050415,717.642775971708,1420.3988852767495,"{""S014:T0"": 1}"
P00713,S014,B,1,3.0,0.012,1,1,330.0,180.0,1749.7476752786915,4.0,0.5655425611406903,1.7378297554372384,1.5590758012907473,0.17875395414649115,612.4305043060124,627.317170972679,1239.7476752786915,"{""S014:T0"": 1}"
P00714,S014,C,1,3.0,0.012,1,1,330.0,216.0,1903.2801378437955,8.0,0.5583153450945485,3.533477239243612,3.341645350043783,0.1918318891998291,667.4750689218978,689.8050689218977,1357.2801378437955,"{""S014:T0"": 1}"
P00715,S014,A,2,17.0,0.039,1,1,360.0,210.0,1990.3988852767495,4.5,0.4908994783962308,2.2909523472169613,2.0742548977159236,0.2166974495010376,702.7561093050415,717.642775971708,1420.3988852767495,"{""S014:T0"": 1, ""S014:T2"": 1}"
P00716,S014,B,2,17.0,0.039,1,1,360.0,210.0,1809.7476752786915,4.0,0.518750995519831,1.9249960179206762,1.7216434001067182,0.20335261781395808,612.4305043060124,627.317170972679,1239.7476752786915,"{""S014:T0"": 1, ""S014:T2"": 1}"
P00717,S014,C,2,17.0,0.039,1,1,360.0,252.0,1969.2801378437955,8.0,0.5444518898168613,3.6443848814651094,3.4279543285978136,0.21643055286729607,667.4750689218978,689.8050689218977,1357.2801378437955,"{""S014:T0"": 1, ""S014:T2"": 1}"
P00718,S014,A,2,11.0,0.04,1,1,360.0,210.0,1990.3988852767495,4.5,0.5071862985276652,2.2176616566255065,2.011506491553383,0.20615516507212323,702.7561093050415,717.642775971708,1420.3988852767495,"{""S014:T0"": 1, ""S014:T1"": 1}"
P00719,S014,B,2,11.0,0.04,1,1,360.0,210.0,1809.7476752786915,4.0,0.5443331951318564,1.8226672194725744,1.6298568860875307,0.19281033338504366,612.4305043060124,627.317170972679,1239.7476752786915,"{""S014:T0"": 1, ""S014:T1"": 1}"
P00720,S014,C,2,11.0,0.04,1,1,360.0,252.0,1969.2801378437955,8.0,0.5514923583980055,3.588061132815956,3.3821728643775746,0.20588826843838165,667.4750689218978,689.8050689218977,1357.2801378437955,"{""S014:T0"": 1, ""S014:T1"": 1}"
P00721,S014,B,3,25.0,0.067,1,1,390.0,240.0,1869.7476752786915,4.0,0.46490869480858643,2.1403652207656543,1.9229562237131437,0.21740899705251063,612.4305043060124,627.317170972679,1239.7476752786915,"{""S014:T0"": 1, ""S014:T1"": 1, ""S014:T2"": 1}"
P00722,S014,C,3,25.0,0.067,1,1,390.0,288.0,2035.2801378437955,8.0,0.5326585176787947,3.7387318585696425,3.508244926463794,0.23048693210584853,667.4750689218978,689.8050689218977,1357.2801378437955,"{""S014:T0"": 1, ""S014:T1"": 1, ""S014:T2"": 1}"
P00723,S015,A,1,14.0,0.027,1,1,330.0,180.0,1908.6530565810067,4.5,0.46012465155491367,2.4294390680028886,2.2624749672855557,0.16696410071733264,687.7665282905034,710.8865282905033,1398.6530565810067,"{""S015:T2"": 1}"
P00724,S015,B,1,14.0,0.027,1,1,330.0,180.0,1708.3275601736595,4.0,0.4975861811256247,2.0096552754975012,1.8529363896535886,0.15671888584391278,587.6037800868298,610.7237800868297,1198.3275601736595,"{""S015:T2"": 1}"
P00725,S015,C,1,14.0,0.027,1,1,330.0,216.0,1834.5606452973575,8.0,0.5073799512603258,3.940960389917394,3.7742011934975297,0.16675919641986425,626.9403226486787,661.6203226486788,1288.5606452973575,"{""S015:T2"": 1}"
P00726,S015,A,1,8.0,0.028,1,1,330.0,180.0,1908.6530565810067,4.5,0.47532674180577916,2.3610296618739937,2.204150315080713,0.1568793467932807,687.7665282905034,710.8865282905033,1398.6530565810067,"{""S015:T1"": 1}"
P00727,S015,B,1,8.0,0.028,1,1,330.0,180.0,1708.3275601736595,4.0,0.5206110312713985,1.917555874914406,1.7709217429945452,0.14663413191986086,587.6037800868298,610.7237800868297,1198.3275601736595,"{""S015:T1"": 1}"
P00728,S015,C,1,8.0,0.028,1,1,330.0,216.0,1834.5606452973575,8.0,0.5141220557770656,3.8870235537834756,3.7303491112876634,0.1566744424958123,626.9403226486787,661.6203226486788,1288.5606452973575,"{""S015:T1"": 1}"
P00729,S015,A,2,22.0,0.055,1,1,360.0,210.0,1968.6530565810067,4.5,0.43158987565505613,2.5578455595522476,2.3774351202695123,0.18041043928273523,687.7665282905034,710.8865282905033,1398.6530565810067,"{""S015:T1"": 1, ""S015:T2"": 1}"
P00730,S015,B,2,22.0,0.055,1,1,360.0,210.0,1768.3275601736595,4.0,0.449151117259334,2.203395530962664,2.0332303065533486,0.17016522440931534,587.6037800868298,610.7237800868297,1198.3275601736595,"{""S015:T1"": 1, ""S015:T2"": 1}"
P00731,S015,C,2,22.0,0.055,1,1,360.0,252.0,1900.5606452973575,8.0,0.4957246872488926,4.034202502008859,3.8539969670235923,0.1802055349852668,626.9403226486787,661.6203226486788,1288.5606452973575,"{""S015:T1"": 1, ""S015:T2"": 1}"
P00732,S015,A,1,3.0,0.012,1,1,330.0,180.0,1908.6530565810067,4.5,0.4842089536010342,2.321059708795346,2.1725843236054416,0.1484753851899041,687.7665282905034,710.8865282905033,1398.6530565810067,"{""S015:T0"": 1}"
P00733,S015,B,1,3.0,0.012,1,1,330.0,180.0,1708.3275601736595,4.0,0.5332247133027956,1.8671011467888177,1.7288709764723333,0.13823017031648424,587.6037800868298,610.7237800868297,1198.3275601736595,"{""S015:T0"": 1}"
P00734,S015,C,1,3.0,0.012,1,1,330.0,216.0,1834.5606452973575,8.0,0.5182692068928573,3.853846344857142,3.705575863964706,0.14827048089243572,626.9403226486787,661.6203226486788,1288.5606452973575,"{""S015:T0"": 1}"
P00735,S015,A,2,17.0,0.039,1,1,360.0,210.0,1968.6530565810067,4.5,0.45063034219933296,2.4721634601030016,2.300156982423643,0.1720064776793586,687.7665282905034,710.8865282905033,1398.6530565810067,"{""S015:T0"": 1, ""S015:T2"": 1}"
P00736,S015,B,2,17.0,0.039,1,1,360.0,210.0,1768.3275601736595,4.0,0.4822738294646085,2.070904682141566,1.9091434193356271,0.16176126280593875,587.6037800868298,610.7237800868297,1198.3275601736595,"{""S015:T0"": 1, ""S015:T2"": 1}"
P00737,S015,C,2,17.0,0.039,1,1,360.0,252.0,1900.5606452973575,8.0,0.5033642352459231,3.9730861180326156,3.8012845446507253,0.17180157338189023,626.9403226486787,661.6203226486788,1288.5606452973575,"{""S015:T0"": 1, ""S015:T2"": 1}"
P00738,S015,A,2,11.0,0.04,1,1,360.0,210.0,1968.6530565810067,4.5,0.46833410603407044,2.392496522846683,2.230574799091376,0.16192172375530667,687.7665282905034,710.8865282905033,1398.6530565810067,"{""S015:T0"": 1, ""S015:T1"": 1}"
P00739,S015,B,2,11.0,0.04,1,1,360.0,210.0,1768.3275601736595,4.0,0.5102407082686913,1.959037166925235,1.8073606580433483,0.1516765088818868,587.6037800868298,610.7237800868297,1198.3275601736595,"{""S015:T0"": 1, ""S015:T1"": 1}"
P00740,S015,C,2,11.0,0.04,1,1,360.0,252.0,1900.5606452973575,8.0,0.5109707560832353,3.912233951334118,3.75051713187628,0.16171681945783828,626.9403226486787,661.6203226486788,1288.5606452973575,"{""S015:T0"": 1, ""S015:T1"": 1}"
P00741,S015,B,3,25.0,0.067,1,1,390.0,240.0,1828.3275601736595,4.0,0.4231029157263819,2.3075883370944723,2.132380735723131,0.1752076013713413,587.6037800868298,610.7237800868297,1198.3275601736595,"{""S015:T0"": 1, ""S015:T1"": 1, ""S015:T2"": 1}"
P00742,S015,C,3,25.0,0.067,1,1,390.0,288.0,1966.5606452973575,8.0,0.4905540863363006,4.075567309309595,3.8903193973623025,0.1852479119472928,626.9403226486787,661.6203226486788,1288.5606452973575,"{""S015:T0"": 1, ""S015:T1"": 1, ""S015:T2"": 1}"
