pattern,zone,vehicle,nbox,mass,volume,combinations,ub,prep_load_s,handoff_s,operation_s,battery,rho_crit,energy,horizontal_energy,climb_energy,out_s,back_s,fly_s,counts
P00202,S002,A,1,14.0,0.027,4,4,330.0,180.0,1943.7752084462204,4.5,0.3618851384565903,2.8715168769453436,2.7901939633978277,0.08132291354751588,713.8276042231101,719.9476042231101,1433.7752084462204,"{""S002:T3"": 1}"
P00203,S002,B,1,14.0,0.027,4,4,330.0,180.0,1696.7240813077574,4.0,0.40966719022976017,2.3613312390809593,2.285131108068996,0.0762001310119629,590.3020406538787,596.4220406538788,1186.7240813077574,"{""S002:T3"": 1}"
P00204,S002,C,1,14.0,0.027,4,4,330.0,216.0,1777.8421660245544,8.0,0.4080314260656992,4.735748591474406,4.654528133577601,0.08122045789680482,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T3"": 1}"
P00205,S002,B,2,28.0,0.054,6,2,360.0,210.0,1756.7240813077574,4.0,0.28244085472705804,2.870236581091768,2.7844324920300307,0.08580408906173707,590.3020406538787,596.4220406538788,1186.7240813077574,"{""S002:T3"": 2}"
P00206,S002,C,2,28.0,0.054,6,2,360.0,252.0,1843.8421660245544,8.0,0.3827579034778188,4.93793677217745,4.847112356230871,0.09082441594657899,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T3"": 2}"
P00207,S002,C,3,42.0,0.081,4,1,390.0,288.0,1909.8421660245544,8.0,0.3438993308048043,5.248805353561566,5.148376979565213,0.10042837399635315,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T3"": 3}"
P00208,S002,C,4,56.0,0.108,1,1,420.0,324.0,1975.8421660245544,8.0,0.2848257776628177,5.7213937786974585,5.6113614466513315,0.11003233204612733,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T3"": 4}"
P00209,S002,A,1,8.0,0.028,2,2,330.0,180.0,1943.7752084462204,4.5,0.37878397724312607,2.795472102405933,2.7182651708797487,0.0772069315261841,713.8276042231101,719.9476042231101,1433.7752084462204,"{""S002:T2"": 1}"
P00210,S002,B,1,8.0,0.028,2,2,330.0,180.0,1696.7240813077574,4.0,0.4359822966674961,2.2560708133300156,2.1839866643393844,0.0720841489906311,590.3020406538787,596.4220406538788,1186.7240813077574,"{""S002:T2"": 1}"
P00211,S002,C,1,8.0,0.028,2,2,330.0,216.0,1777.8421660245544,8.0,0.4153059883955217,4.6775520928358265,4.600447616960354,0.07710447587547303,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T2"": 1}"
P00212,S002,A,2,22.0,0.055,8,2,360.0,210.0,2003.7752084462204,4.5,0.3291601567843412,3.018779294470465,2.9319684048945067,0.08681088957595827,713.8276042231101,719.9476042231101,1433.7752084462204,"{""S002:T2"": 1, ""S002:T3"": 1}"
P00213,S002,B,2,22.0,0.055,8,2,360.0,210.0,1756.7240813077574,4.0,0.35270839351267214,2.5891664259493115,2.5074783189089063,0.08168810704040527,590.3020406538787,596.4220406538788,1186.7240813077574,"{""S002:T2"": 1, ""S002:T3"": 1}"
P00214,S002,C,2,22.0,0.055,8,2,360.0,252.0,1843.8421660245544,8.0,0.39504442635402315,4.839644589167815,4.752936155242567,0.0867084339252472,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T2"": 1, ""S002:T3"": 1}"
P00215,S002,C,3,36.0,0.082,12,2,390.0,288.0,1909.8421660245544,8.0,0.36251474579999776,5.099882033600018,5.003569641624996,0.09631239197502138,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T2"": 1, ""S002:T3"": 2}"
P00216,S002,C,4,50.0,0.109,8,1,420.0,324.0,1975.8421660245544,8.0,0.3133075437678625,5.4935396498571,5.387623299832304,0.10591635002479553,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T2"": 1, ""S002:T3"": 3}"
P00217,S002,C,5,64.0,0.136,2,1,450.0,360.0,2041.8421660245544,8.0,0.23677044978607842,6.105836401711373,5.990316093636803,0.11552030807456971,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T2"": 1, ""S002:T3"": 4}"
P00218,S002,A,2,16.0,0.056,1,1,360.0,210.0,2003.7752084462204,4.5,0.35487974577788994,2.9030411439994954,2.820346236444869,0.08269490755462647,713.8276042231101,719.9476042231101,1433.7752084462204,"{""S002:T2"": 2}"
P00219,S002,B,2,16.0,0.056,1,1,360.0,210.0,1756.7240813077574,4.0,0.3981736824843952,2.407305270062419,2.329733145043346,0.0775721250190735,590.3020406538787,596.4220406538788,1186.7240813077574,"{""S002:T2"": 2}"
P00220,S002,C,2,16.0,0.056,1,1,360.0,252.0,1843.8421660245544,8.0,0.40513444169453705,4.758924466443704,4.676332014539788,0.08259245190391541,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T2"": 2}"
P00221,S002,C,3,30.0,0.083,4,1,390.0,288.0,1909.8421660245544,8.0,0.3781358208362636,4.974913433309891,4.882717023356202,0.09219640995368958,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T2"": 2, ""S002:T3"": 1}"
P00222,S002,C,4,44.0,0.11,6,1,420.0,324.0,1975.8421660245544,8.0,0.3369273196772171,5.304581442582263,5.202781074578799,0.10180036800346376,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T2"": 2, ""S002:T3"": 2}"
P00223,S002,C,5,58.0,0.137,4,1,450.0,360.0,2041.8421660245544,8.0,0.2740244300156034,5.807804559875173,5.696400233821935,0.11140432605323793,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T2"": 2, ""S002:T3"": 3}"
P00225,S002,A,1,6.0,0.035,1,1,330.0,180.0,1943.7752084462204,4.5,0.3830858887642784,2.776113500560747,2.7002785630416737,0.0758349375190735,713.8276042231101,719.9476042231101,1433.7752084462204,"{""S002:T1"": 1}"
P00226,S002,B,1,6.0,0.035,1,1,330.0,180.0,1696.7240813077574,4.0,0.4423756948522566,2.2304972205909737,2.159785065607453,0.07071215498352051,590.3020406538787,596.4220406538788,1186.7240813077574,"{""S002:T1"": 1}"
P00227,S002,C,1,6.0,0.035,1,1,330.0,216.0,1777.8421660245544,8.0,0.41722750561080924,4.662179955113526,4.586447473245164,0.07573248186836243,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T1"": 1}"
P00228,S002,B,2,20.0,0.062,4,1,360.0,210.0,1756.7240813077574,4.0,0.36998743226766306,2.5200502709293477,2.439734157896053,0.08031611303329468,590.3020406538787,596.4220406538788,1186.7240813077574,"{""S002:T1"": 1, ""S002:T3"": 1}"
P00229,S002,C,2,20.0,0.062,4,1,360.0,252.0,1843.8421660245544,8.0,0.3986436917806807,4.810850465754554,4.725514025836418,0.08533643991813661,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T1"": 1, ""S002:T3"": 1}"
P00230,S002,C,3,34.0,0.089,6,1,390.0,288.0,1909.8421660245544,8.0,0.36802943451472014,5.055764523882239,4.960824125914328,0.09494039796791079,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T1"": 1, ""S002:T3"": 2}"
P00231,S002,C,4,48.0,0.116,4,1,420.0,324.0,1975.8421660245544,8.0,0.3216653854725139,5.426676916219889,5.322132560202204,0.10454435601768497,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T1"": 1, ""S002:T3"": 3}"
P00232,S002,C,5,62.0,0.14300000000000002,1,1,450.0,360.0,2041.8421660245544,8.0,0.25007678448130966,5.999385724149523,5.8852374100820635,0.11414831406745911,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T1"": 1, ""S002:T3"": 4}"
P00233,S002,B,2,14.0,0.063,2,1,360.0,210.0,1756.7240813077574,4.0,0.40966719022976017,2.3613312390809593,2.285131108068996,0.0762001310119629,590.3020406538787,596.4220406538788,1186.7240813077574,"{""S002:T1"": 1, ""S002:T2"": 1}"
P00234,S002,C,2,14.0,0.063,2,1,360.0,252.0,1843.8421660245544,8.0,0.4080314260656992,4.735748591474406,4.654528133577601,0.08122045789680482,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T1"": 1, ""S002:T2"": 1}"
P00235,S002,C,3,28.0,0.09,8,1,390.0,288.0,1909.8421660245544,8.0,0.3827579034778188,4.93793677217745,4.847112356230871,0.09082441594657899,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T1"": 1, ""S002:T2"": 1, ""S002:T3"": 1}"
P00236,S002,C,4,42.0,0.117,12,1,420.0,324.0,1975.8421660245544,8.0,0.3438993308048043,5.248805353561566,5.148376979565213,0.10042837399635315,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T1"": 1, ""S002:T2"": 1, ""S002:T3"": 2}"
P00237,S002,C,5,56.0,0.14400000000000002,8,1,450.0,360.0,2041.8421660245544,8.0,0.2848257776628177,5.7213937786974585,5.6113614466513315,0.11003233204612733,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T1"": 1, ""S002:T2"": 1, ""S002:T3"": 3}"
P00239,S002,C,3,22.0,0.091,1,1,390.0,288.0,1909.8421660245544,8.0,0.39504442635402315,4.839644589167815,4.752936155242567,0.0867084339252472,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T1"": 1, ""S002:T2"": 2}"
P00240,S002,C,4,36.0,0.11800000000000001,4,1,420.0,324.0,1975.8421660245544,8.0,0.36251474579999776,5.099882033600018,5.003569641624996,0.09631239197502138,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T1"": 1, ""S002:T2"": 2, ""S002:T3"": 1}"
P00241,S002,C,5,50.0,0.14500000000000002,6,1,450.0,360.0,2041.8421660245544,8.0,0.3133075437678625,5.4935396498571,5.387623299832304,0.10591635002479553,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T1"": 1, ""S002:T2"": 2, ""S002:T3"": 2}"
P00242,S002,C,6,64.0,0.17200000000000001,4,1,480.0,396.0,2107.8421660245544,8.0,0.23677044978607842,6.105836401711373,5.990316093636803,0.11552030807456971,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T1"": 1, ""S002:T2"": 2, ""S002:T3"": 3}"
P00244,S002,A,1,3.0,0.012,1,1,330.0,180.0,1943.7752084462204,4.5,0.3881970212659176,2.7531134043033707,2.679336457794963,0.0737769465084076,713.8276042231101,719.9476042231101,1433.7752084462204,"{""S002:T0"": 1}"
P00245,S002,B,1,3.0,0.012,1,1,330.0,180.0,1696.7240813077574,4.0,0.44980455458815394,2.2007817816473842,2.13212761767453,0.06865416397285462,590.3020406538787,596.4220406538788,1186.7240813077574,"{""S002:T0"": 1}"
P00246,S002,C,1,3.0,0.012,1,1,330.0,216.0,1777.8421660245544,8.0,0.4195536829273313,4.6435705365813496,4.569896045723653,0.07367449085769655,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T0"": 1}"
P00247,S002,A,2,17.0,0.039,4,1,360.0,210.0,2003.7752084462204,4.5,0.35110085370460686,2.920046158329269,2.8366652537710872,0.08338090455818177,713.8276042231101,719.9476042231101,1433.7752084462204,"{""S002:T0"": 1, ""S002:T3"": 1}"
P00248,S002,B,2,17.0,0.039,4,1,360.0,210.0,1756.7240813077574,4.0,0.3918233830717941,2.4327064677128236,2.354448345690195,0.07825812202262879,590.3020406538787,596.4220406538788,1186.7240813077574,"{""S002:T0"": 1, ""S002:T3"": 1}"
P00249,S002,C,2,17.0,0.039,4,1,360.0,252.0,1843.8421660245544,8.0,0.4035991142611064,4.771207085911149,4.687928637003678,0.08327844890747073,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T0"": 1, ""S002:T3"": 1}"
P00250,S002,C,3,31.0,0.066,6,1,390.0,288.0,1909.8421660245544,8.0,0.37571963048500134,4.994242956119989,4.901360549162744,0.0928824069572449,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T0"": 1, ""S002:T3"": 2}"
P00251,S002,C,4,45.0,0.093,4,1,420.0,324.0,1975.8421660245544,8.0,0.33328249448795333,5.333740044096373,5.231253679089354,0.10248636500701905,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T0"": 1, ""S002:T3"": 3}"
P00252,S002,C,5,59.0,0.12,1,1,450.0,360.0,2041.8421660245544,8.0,0.2683444113080645,5.853244709535484,5.741154386478691,0.11209032305679323,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T0"": 1, ""S002:T3"": 4}"
P00253,S002,A,2,11.0,0.04,2,1,360.0,210.0,2003.7752084462204,4.5,0.37108487780061206,2.8301180498972456,2.7508531273603958,0.07926492253684998,713.8276042231101,719.9476042231101,1433.7752084462204,"{""S002:T0"": 1, ""S002:T2"": 1}"
P00254,S002,B,2,11.0,0.04,2,1,360.0,210.0,1756.7240813077574,4.0,0.42423323916587474,2.303067043336501,2.228924903335204,0.07414214000129701,590.3020406538787,596.4220406538788,1186.7240813077574,"{""S002:T0"": 1, ""S002:T2"": 1}"
P00255,S002,C,2,11.0,0.04,2,1,360.0,252.0,1843.8421660245544,8.0,0.41193971676127283,4.704482265909817,4.6253197990236785,0.07916246688613893,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T0"": 1, ""S002:T2"": 1}"
P00256,S002,B,3,25.0,0.067,8,1,390.0,240.0,1816.7240813077574,4.0,0.3216246151118153,2.713501539552739,2.6297554415016675,0.08374609805107118,590.3020406538787,596.4220406538788,1186.7240813077574,"{""S002:T0"": 1, ""S002:T2"": 1, ""S002:T3"": 1}"
P00257,S002,C,3,25.0,0.067,8,1,390.0,288.0,1909.8421660245544,8.0,0.3891878544281293,4.8864971645749655,4.797730739639053,0.0887664249359131,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T0"": 1, ""S002:T2"": 1, ""S002:T3"": 1}"
P00258,S002,C,4,39.0,0.094,12,1,420.0,324.0,1975.8421660245544,8.0,0.35361539699923494,5.1710768240061205,5.072706441020433,0.09837038298568727,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T0"": 1, ""S002:T2"": 1, ""S002:T3"": 2}"
P00259,S002,C,5,53.0,0.121,8,1,450.0,360.0,2041.8421660245544,8.0,0.29975023868562956,5.601998090514964,5.494023749479502,0.10797434103546144,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T0"": 1, ""S002:T2"": 1, ""S002:T3"": 3}"
P00260,S002,C,6,67.0,0.14800000000000002,2,1,480.0,396.0,2107.8421660245544,8.0,0.2148736989968668,6.2810104080250655,6.16343210893983,0.11757829908523558,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T0"": 1, ""S002:T2"": 1, ""S002:T3"": 4}"
P00261,S002,B,3,19.0,0.068,1,1,390.0,240.0,1816.7240813077574,4.0,0.37776644700099293,2.4889342119960283,2.409304095966289,0.07963011602973939,590.3020406538787,596.4220406538788,1186.7240813077574,"{""S002:T0"": 1, ""S002:T2"": 2}"
P00262,S002,C,3,19.0,0.068,1,1,390.0,288.0,1909.8421660245544,8.0,0.4003540905198386,4.797167275841291,4.71251683292671,0.08465044291458132,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T0"": 1, ""S002:T2"": 2}"
P00263,S002,C,4,33.0,0.095,4,1,420.0,324.0,1975.8421660245544,8.0,0.37066833334718463,5.034653333222523,4.940398932258168,0.09425440096435547,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T0"": 1, ""S002:T2"": 2, ""S002:T3"": 1}"
P00264,S002,C,5,47.0,0.122,6,1,450.0,360.0,2041.8421660245544,8.0,0.32565576082899783,5.394753913368017,5.290895554353888,0.10385835901412965,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T0"": 1, ""S002:T2"": 2, ""S002:T3"": 2}"
P00265,S002,C,6,61.0,0.14900000000000002,4,1,480.0,396.0,2107.8421660245544,8.0,0.25638055008401306,5.9489555993278955,5.835493282263991,0.11346231706390383,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T0"": 1, ""S002:T2"": 2, ""S002:T3"": 3}"
P00267,S002,A,2,9.0,0.047,1,1,360.0,210.0,2003.7752084462204,4.5,0.3763823763996208,2.806279306201706,2.728386377671967,0.07789292852973938,713.8276042231101,719.9476042231101,1433.7752084462204,"{""S002:T0"": 1, ""S002:T1"": 1}"
P00268,S002,B,2,9.0,0.047,1,1,360.0,210.0,1756.7240813077574,4.0,0.43235966561653083,2.2705613375338767,2.1977911915396904,0.07277014599418641,590.3020406538787,596.4220406538788,1186.7240813077574,"{""S002:T0"": 1, ""S002:T1"": 1}"
P00269,S002,C,2,9.0,0.047,1,1,360.0,252.0,1843.8421660245544,8.0,0.41424622266687217,4.686030218665023,4.608239745785994,0.07779047287902834,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T0"": 1, ""S002:T1"": 1}"
P00270,S002,C,3,23.0,0.074,4,1,390.0,288.0,1909.8421660245544,8.0,0.3931541347050195,4.854766922359844,4.767372491431042,0.0873944309288025,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T0"": 1, ""S002:T1"": 1, ""S002:T3"": 1}"
P00271,S002,C,4,37.0,0.101,6,1,420.0,324.0,1975.8421660245544,8.0,0.35963441498102466,5.122924680151803,5.025926291173226,0.09699838897857668,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T0"": 1, ""S002:T1"": 1, ""S002:T3"": 2}"
P00272,S002,C,5,51.0,0.128,4,1,450.0,360.0,2041.8421660245544,8.0,0.30893001222733696,5.528559902181304,5.421957555152954,0.10660234702835084,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T0"": 1, ""S002:T1"": 1, ""S002:T3"": 3}"
P00273,S002,C,6,65.0,0.155,1,1,480.0,396.0,2107.8421660245544,8.0,0.2297434318033642,6.162052545573086,6.045846240494961,0.11620630507812502,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T0"": 1, ""S002:T1"": 1, ""S002:T3"": 4}"
P00274,S002,C,3,17.0,0.075,2,1,390.0,288.0,1909.8421660245544,8.0,0.4035991142611064,4.771207085911149,4.687928637003678,0.08327844890747073,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T0"": 1, ""S002:T1"": 1, ""S002:T2"": 1}"
P00275,S002,C,4,31.0,0.10200000000000001,8,1,420.0,324.0,1975.8421660245544,8.0,0.37571963048500134,4.994242956119989,4.901360549162744,0.0928824069572449,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T0"": 1, ""S002:T1"": 1, ""S002:T2"": 1, ""S002:T3"": 1}"
P00276,S002,C,5,45.0,0.129,12,1,450.0,360.0,2041.8421660245544,8.0,0.33328249448795333,5.333740044096373,5.231253679089354,0.10248636500701905,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T0"": 1, ""S002:T1"": 1, ""S002:T2"": 1, ""S002:T3"": 2}"
P00277,S002,C,6,59.0,0.156,8,1,480.0,396.0,2107.8421660245544,8.0,0.2683444113080645,5.853244709535484,5.741154386478691,0.11209032305679323,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T0"": 1, ""S002:T1"": 1, ""S002:T2"": 1, ""S002:T3"": 3}"
P00279,S002,C,4,25.0,0.10300000000000001,1,1,420.0,324.0,1975.8421660245544,8.0,0.3891878544281293,4.8864971645749655,4.797730739639053,0.0887664249359131,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T0"": 1, ""S002:T1"": 1, ""S002:T2"": 2}"
P00280,S002,C,5,39.0,0.13,4,1,450.0,360.0,2041.8421660245544,8.0,0.35361539699923494,5.1710768240061205,5.072706441020433,0.09837038298568727,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T0"": 1, ""S002:T1"": 1, ""S002:T2"": 2, ""S002:T3"": 1}"
P00281,S002,C,6,53.0,0.157,6,1,480.0,396.0,2107.8421660245544,8.0,0.29975023868562956,5.601998090514964,5.494023749479502,0.10797434103546144,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T0"": 1, ""S002:T1"": 1, ""S002:T2"": 2, ""S002:T3"": 2}"
P00282,S002,C,7,67.0,0.184,4,1,510.0,432.0,2173.8421660245544,8.0,0.2148736989968668,6.2810104080250655,6.16343210893983,0.11757829908523558,611.3310830122772,620.5110830122771,1231.8421660245544,"{""S002:T0"": 1, ""S002:T1"": 1, ""S002:T2"": 2, ""S002:T3"": 3}"
P00283,S003,A,1,14.0,0.027,4,4,330.0,180.0,2202.7372306302605,4.5,0.3484985958877531,2.931756318505111,2.7345872885207427,0.19716902998436825,839.3419486484636,853.3952819817969,1692.7372306302605,"{""S003:T3"": 1}"
P00284,S003,B,1,14.0,0.027,4,4,330.0,180.0,1960.6096650380628,4.0,0.3939203787357569,2.4243184850569723,2.2395899936358026,0.1847284914211697,718.2781658523646,732.331499185698,1450.6096650380628,"{""S003:T3"": 1}"
P00285,S003,C,1,14.0,0.027,4,4,330.0,216.0,2106.1777110992607,8.0,0.4051641548382864,4.758686761293709,4.561766542080605,0.19692021921310426,769.5488555496303,790.6288555496302,1560.1777110992605,"{""S003:T3"": 1}"
P00286,S003,B,2,28.0,0.054,6,2,360.0,210.0,2020.6096650380628,4.0,0.2658323447765689,2.9366706208937243,2.7289406393729654,0.20772998152075875,718.2781658523646,732.331499185698,1450.6096650380628,"{""S003:T3"": 2}"
P00287,S003,C,2,28.0,0.054,6,2,360.0,252.0,2172.1777110992607,8.0,0.3786956998754446,4.970434400996443,4.75051269168375,0.2199217093126933,769.5488555496303,790.6288555496302,1560.1777110992605,"{""S003:T3"": 2}"
P00288,S003,C,3,42.0,0.081,4,1,390.0,288.0,2238.1777110992607,8.0,0.3389129356695689,5.288696514643449,5.045773315231166,0.24292319941228233,769.5488555496303,790.6288555496302,1560.1777110992605,"{""S003:T3"": 3}"
P00289,S003,C,4,56.0,0.108,1,1,420.0,324.0,2304.1777110992607,8.0,0.2793180618565072,5.765455505147942,5.499530815636071,0.2659246895118714,769.5488555496303,790.6288555496302,1560.1777110992605,"{""S003:T3"": 4}"
P00290,S003,A,1,8.0,0.028,2,2,330.0,180.0,2202.7372306302605,4.5,0.3663548363095276,2.851403236607126,2.66409198809401,0.1873112485131158,839.3419486484636,853.3952819817969,1692.7372306302605,"{""S003:T2"": 1}"
P00291,S003,B,1,8.0,0.028,2,2,330.0,180.0,1960.6096650380628,4.0,0.42116699998057194,2.3153320000777122,2.140461290127795,0.17487070994991727,718.2781658523646,732.331499185698,1450.6096650380628,"{""S003:T2"": 1}"
P00292,S003,C,1,8.0,0.028,2,2,330.0,216.0,2106.1777110992607,8.0,0.4130217185933772,4.695826251252982,4.5087638135111305,0.18706243774185183,769.5488555496303,790.6288555496302,1560.1777110992605,"{""S003:T2"": 1}"
P00293,S003,A,2,22.0,0.055,8,2,360.0,210.0,2262.7372306302605,4.5,0.3147002222029992,3.0838490000865035,2.8735362614737987,0.2103127386127048,839.3419486484636,853.3952819817969,1692.7372306302605,"{""S003:T2"": 1, ""S003:T3"": 1}"
P00294,S003,B,2,22.0,0.055,8,2,360.0,210.0,2020.6096650380628,4.0,0.3361554561775413,2.655378175289835,2.4575059752403288,0.19787220004950626,718.2781658523646,732.331499185698,1450.6096650380628,"{""S003:T2"": 1, ""S003:T3"": 1}"
P00295,S003,C,2,22.0,0.055,8,2,360.0,252.0,2172.1777110992607,8.0,0.3914653391996521,4.868277286402783,4.658213358561342,0.21006392784144087,769.5488555496303,790.6288555496302,1560.1777110992605,"{""S003:T2"": 1, ""S003:T3"": 1}"
P00296,S003,C,3,36.0,0.082,12,2,390.0,288.0,2238.1777110992607,8.0,0.3578853365816951,5.136917307346439,4.903851889405409,0.23306541794102992,769.5488555496303,790.6288555496302,1560.1777110992605,"{""S003:T2"": 1, ""S003:T3"": 2}"
P00297,S003,C,4,50.0,0.109,8,1,420.0,324.0,2304.1777110992607,8.0,0.3079601841869345,5.536318526504524,5.280251618463905,0.25606690804061893,769.5488555496303,790.6288555496302,1560.1777110992605,"{""S003:T2"": 1, ""S003:T3"": 3}"
P00298,S003,C,5,64.0,0.136,2,1,450.0,360.0,2370.1777110992607,8.0,0.23124980606860324,6.150001551451174,5.8709331533109665,0.27906839814020795,769.5488555496303,790.6288555496302,1560.1777110992605,"{""S003:T2"": 1, ""S003:T3"": 4}"
P00299,S003,A,2,16.0,0.056,1,1,360.0,210.0,2262.7372306302605,4.5,0.34120142125766395,2.964593604340512,2.7641386471990597,0.20045495714145237,839.3419486484636,853.3952819817969,1692.7372306302605,"{""S003:T2"": 2}"
P00300,S003,B,2,16.0,0.056,1,1,360.0,210.0,2020.6096650380628,4.0,0.38217060979582673,2.471317560816693,2.2833031422384393,0.18801441857825385,718.2781658523646,732.331499185698,1450.6096650380628,"{""S003:T2"": 2}"
P00301,S003,C,2,16.0,0.056,1,1,360.0,252.0,2172.1777110992607,8.0,0.40208224589486186,4.783342032841105,4.583135886470917,0.20020614637018844,769.5488555496303,790.6288555496302,1560.1777110992605,"{""S003:T2"": 2}"
P00302,S003,C,3,30.0,0.083,4,1,390.0,288.0,2238.1777110992607,8.0,0.37392307270111946,5.008615418391044,4.785407781921267,0.22320763646977745,769.5488555496303,790.6288555496302,1560.1777110992605,"{""S003:T2"": 2, ""S003:T3"": 1}"
P00303,S003,C,4,44.0,0.11,6,1,420.0,324.0,2304.1777110992607,8.0,0.3318372124914769,5.345302300068185,5.099093173498818,0.24620912656936647,769.5488555496303,790.6288555496302,1560.1777110992605,"{""S003:T2"": 2, ""S003:T3"": 2}"
P00304,S003,C,5,58.0,0.137,4,1,450.0,360.0,2370.1777110992607,8.0,0.2684893182406217,5.852085454075026,5.582874837406071,0.2692106166689555,769.5488555496303,790.6288555496302,1560.1777110992605,"{""S003:T2"": 2, ""S003:T3"": 3}"
P00306,S003,A,1,6.0,0.035,1,1,330.0,180.0,2202.7372306302605,4.5,0.3710024083294875,2.8304891625173063,2.6464638411612746,0.18402532135603164,839.3419486484636,853.3952819817969,1692.7372306302605,"{""S003:T1"": 1}"
P00307,S003,B,1,6.0,0.035,1,1,330.0,180.0,1960.6096650380628,4.0,0.427918301087281,2.288326795650876,2.116742012858043,0.17158478279283312,718.2781658523646,732.331499185698,1450.6096650380628,"{""S003:T1"": 1}"
P00308,S003,C,1,6.0,0.035,1,1,330.0,216.0,2106.1777110992607,8.0,0.4151476007803049,4.678819193757561,4.495042683172794,0.18377651058476768,769.5488555496303,790.6288555496302,1560.1777110992605,"{""S003:T1"": 1}"
P00309,S003,B,2,20.0,0.062,4,1,360.0,210.0,2020.6096650380628,4.0,0.3535754544147204,2.5856981823411185,2.3911119094486963,0.19458627289242217,718.2781658523646,732.331499185698,1450.6096650380628,"{""S003:T1"": 1, ""S003:T3"": 1}"
P00310,S003,C,2,20.0,0.062,4,1,360.0,252.0,2172.1777110992607,8.0,0.3952355332130464,4.838115734295629,4.631337733611272,0.20677800068435673,769.5488555496303,790.6288555496302,1560.1777110992605,"{""S003:T1"": 1, ""S003:T3"": 1}"
P00311,S003,C,3,34.0,0.089,6,1,390.0,288.0,2238.1777110992607,8.0,0.3635327807950359,5.091737753639713,4.861958262855767,0.22977949078394577,769.5488555496303,790.6288555496302,1560.1777110992605,"{""S003:T1"": 1, ""S003:T3"": 2}"
P00312,S003,C,4,48.0,0.116,4,1,420.0,324.0,2304.1777110992607,8.0,0.316394119277817,5.468847045777464,5.216066064893929,0.2527809808835348,769.5488555496303,790.6288555496302,1560.1777110992605,"{""S003:T1"": 1, ""S003:T3"": 3}"
P00313,S003,C,5,62.0,0.14300000000000002,1,1,450.0,360.0,2370.1777110992607,8.0,0.24453361403817775,6.043731087694578,5.767948616711454,0.2757824709831238,769.5488555496303,790.6288555496302,1560.1777110992605,"{""S003:T1"": 1, ""S003:T3"": 4}"
